State,Year,Total_Accidents,Persons_Killed,Persons_Injured,Fatality_Rate_pct,Severity_Index,Registered_Vehicles,Accidents_per_10k_vehicles,TwoWheeler_Involved,Car_Involved,Truck_Involved,Bus_Involved,Pedestrian_Involved,Cause_Overspeeding,Cause_Alcohol,Cause_Negligence,Cause_Weather,Cause_Mechanical,Cause_Other,Yearly_Growth_pct,State_Risk_Score,High_Risk_Corridor_Flag
Sikkim,2019,82657,4720,22493,5.71,0.443,4526360,182.6125,37195,20664,12398,4132,8268,24797,8265,20664,4132,2479,22320,7.514308012487003,0.414,Medium
Sikkim,2020,80225,4877,20843,6.08,0.442,5402101,148.507,36101,20056,12033,4011,8024,24067,8022,20056,4011,2406,21663,-2.942279540752746,0.382,Low
Sikkim,2021,88303,2601,29003,2.95,0.417,5544052,159.2752,39736,22075,13245,4415,8832,26490,8830,22075,4415,2649,23844,10.069180430040504,0.376,Low
Sikkim,2022,82124,2707,22248,3.3,0.37,4993480,164.4625,36955,20531,12318,4106,8214,24637,8212,20531,4106,2463,22175,-6.997497253773933,0.272,Low
Sikkim,2023,82608,1880,24923,2.28,0.37,5186453,159.2765,37173,20652,12391,4130,8262,24782,8260,20652,4130,2478,22306,0.5893526861818765,0.287,Low
Tamil Nadu,2010,60483,2541,21262,4.2,0.478,5950389,101.6455,27217,15120,9072,3024,6050,18144,6048,15120,3024,1814,16333,0.0,0.43,Medium
Tamil Nadu,2011,65772,3694,15875,5.62,0.41,5756439,114.2581,29597,16443,9865,3288,6579,19731,6577,16443,3288,1973,17760,8.744605922325288,0.352,Low
Tamil Nadu,2012,68024,3704,19521,5.45,0.45,6899697,98.5898,30610,17006,10203,3401,6804,20407,6802,17006,3401,2040,18368,3.4239494009608906,0.396,Low
Tamil Nadu,2013,67317,1897,16860,2.82,0.335,6774531,99.3678,30292,16829,10097,3365,6734,20195,6731,16829,3365,2019,18178,-1.0393390568034788,0.218,Low
Tamil Nadu,2014,65139,2332,24698,3.58,0.487,6680293,97.5092,29312,16284,9770,3256,6517,19541,6513,16284,3256,1954,17591,-3.2354382993894593,0.435,Medium
Tamil Nadu,2015,74505,1702,20362,2.28,0.342,6508318,114.4766,33527,18626,11175,3725,7452,22351,7450,18626,3725,2235,20118,14.378482936489668,0.265,Low
Tamil Nadu,2016,71509,3060,21721,4.28,0.432,7660208,93.3513,32179,17877,10726,3575,7152,21452,7150,17877,3575,2145,19310,-4.021206630427487,0.352,Low
Tamil Nadu,2017,70005,2607,19155,3.72,0.385,7568358,92.4969,31502,17501,10500,3500,7002,21001,7000,17501,3500,2100,18903,-2.103231761037072,0.287,Low
Tamil Nadu,2018,75893,3098,18705,4.08,0.369,7310099,103.8194,34151,18973,11383,3794,7592,22767,7589,18973,3794,2276,20494,8.41082779801443,0.289,Low
Tamil Nadu,2019,73014,2381,22222,3.26,0.402,8145495,89.6373,32856,18253,10952,3650,7303,21904,7301,18253,3650,2190,19716,-3.793498741649426,0.308,Low
Tamil Nadu,2020,73927,1403,30146,1.9,0.465,7626186,96.9384,33267,18481,11089,3696,7394,22178,7392,18481,3696,2217,19963,1.250445120113941,0.413,Medium
Tamil Nadu,2021,81353,2872,25428,3.53,0.418,8299369,98.0231,36608,20338,12202,4067,8138,24405,8135,20338,4067,2440,21968,10.045044435727135,0.363,Low
Tamil Nadu,2022,78427,3108,21808,3.96,0.397,9013178,87.0137,35292,19606,11764,3921,7844,23528,7842,19606,3921,2352,21178,-3.5966712966946535,0.3,Low
Tamil Nadu,2023,83248,3412,22863,4.1,0.398,8629852,96.4652,37461,20812,12487,4162,8326,24974,8324,20812,4162,2497,22479,6.147117701811866,0.325,Low
Telangana,2010,22509,665,6850,2.95,0.393,6136659,36.6796,10129,5627,3376,1125,2252,6752,2250,5627,1125,675,6080,0.0,0.29,Low
Telangana,2011,23764,1000,4789,4.21,0.328,6124347,38.8025,10693,5941,3564,1188,2378,7129,2376,5941,1188,712,6418,5.575547558754268,0.208,Low
Telangana,2012,22785,866,7162,3.8,0.428,6373396,35.7502,10253,5696,3417,1139,2280,6835,2278,5696,1139,683,6154,-4.119676822083829,0.332,Low
Telangana,2013,25321,1138,7519,4.49,0.432,6280410,40.3174,11394,6330,3798,1266,2533,7596,2532,6330,1266,759,6838,11.130129471143292,0.372,Low
Telangana,2014,23103,816,7210,3.53,0.418,6515590,35.458,10396,5775,3465,1155,2312,6930,2310,5775,1155,693,6240,-8.759527664784173,0.308,Low
Telangana,2015,26653,810,5788,3.04,0.308,7509974,35.4901,11993,6663,3997,1332,2668,7995,2665,6663,1332,799,7199,15.365969787473489,0.199,Low
Telangana,2016,27726,411,7537,1.48,0.316,7065493,39.2414,12476,6931,4158,1386,2775,8317,2772,6931,1386,831,7489,4.025813229279995,0.187,Low
Telangana,2017,28900,982,6508,3.4,0.327,7834075,36.8901,13005,7225,4335,1445,2890,8670,2890,7225,1445,867,7803,4.234292721633115,0.203,Low
Telangana,2018,25661,831,6710,3.24,0.359,7505302,34.1905,11547,6415,3849,1283,2567,7698,2566,6415,1283,769,6930,-11.207612456747407,0.216,Low
Telangana,2019,29028,1457,6858,5.02,0.387,8188783,35.4485,13062,7257,4354,1451,2904,8708,2902,7257,1451,870,7840,13.121078679708509,0.309,Low
Telangana,2020,27363,765,8880,2.8,0.408,7739441,35.3553,12313,6840,4104,1368,2738,8208,2736,6840,1368,820,7391,-5.735841256717656,0.3,Low
Telangana,2021,29465,1246,8202,4.23,0.405,8933166,32.9838,13259,7366,4419,1473,2948,8839,2946,7366,1473,883,7958,7.681906223732771,0.323,Low
Telangana,2022,27704,1342,5618,4.84,0.348,9756153,28.3964,12466,6926,4155,1385,2772,8311,2770,6926,1385,831,7481,-5.9765823858815565,0.21,Low
Telangana,2023,29364,686,8467,2.34,0.358,8353174,35.1531,13213,7341,4404,1468,2938,8809,2936,7341,1468,880,7930,5.991914524978337,0.252,Low
Tripura,2010,64202,2498,14513,3.89,0.343,581265,1104.522,28890,16050,9630,3210,6422,19260,6420,16050,3210,1926,17336,0.0,0.472,Medium
Tripura,2011,67706,2761,20716,4.08,0.428,568008,1191.9903,30467,16926,10155,3385,6773,20311,6770,16926,3385,2031,18283,5.457773901124585,0.629,Medium
Tripura,2012,73775,2465,22031,3.34,0.399,589285,1251.9409,33198,18443,11066,3688,7380,22132,7377,18443,3688,2213,19922,8.963755058635869,0.608,Medium
Tripura,2013,69107,1807,20134,2.61,0.37,693908,995.9101,31098,17276,10366,3455,6912,20732,6910,17276,3455,2073,18661,-6.327346662148425,0.472,Medium
Tripura,2014,67117,1266,25072,1.89,0.43,653364,1027.2528,30202,16779,10067,3355,6714,20135,6711,16779,3355,2013,18124,-2.879592515953522,0.574,Medium
Tripura,2015,71269,3235,19222,4.54,0.406,743554,958.4912,32071,17817,10690,3563,7128,21380,7126,17817,3563,2138,19245,6.1862121370144685,0.542,Medium
Tripura,2016,77846,2344,31750,3.01,0.498,681146,1142.868,35030,19461,11676,3892,7787,23353,7784,19461,3892,2335,21021,9.228416281973928,0.727,High
Tripura,2017,79593,3023,29058,3.8,0.479,779979,1020.4506,35816,19898,11938,3979,7962,23877,7959,19898,3979,2387,21493,2.2441743956015614,0.655,High
Tripura,2018,78426,2154,25331,2.75,0.405,719335,1090.257,35291,19606,11763,3921,7845,23527,7842,19606,3921,2352,21178,-1.4662093400173437,0.556,Medium
Tripura,2019,87391,3178,24621,3.64,0.391,772707,1130.972,39325,21847,13108,4369,8742,26217,8739,21847,4369,2621,23598,11.43115803432535,0.573,Medium
Tripura,2020,76245,1927,27449,2.53,0.436,760871,1002.0753,34310,19061,11436,3812,7626,22873,7624,19061,3812,2287,20588,-12.754173770754429,0.556,Medium
Tripura,2021,78882,3184,28341,4.04,0.48,836820,942.64,35496,19720,11832,3944,7890,23664,7888,19720,3944,2366,21300,3.4585874483572754,0.641,Medium
Tripura,2022,88079,2416,20162,2.74,0.311,891075,988.4578,39635,22019,13211,4403,8811,26423,8807,22019,4403,2642,23785,11.659187140285487,0.422,Medium
Tripura,2023,84620,2749,31005,3.25,0.464,873565,968.6743,38079,21155,12693,4231,8462,25386,8462,21155,4231,2538,22848,-3.9271563028644763,0.608,Medium
Uttar Pradesh,2010,52377,1853,19525,3.54,0.479,10908993,48.0127,23569,13094,7856,2618,5240,15713,5237,13094,2618,1571,14144,0.0,0.419,Medium
Uttar Pradesh,2011,57699,2361,14846,4.09,0.38,10561088,54.6336,25964,14424,8654,2884,5773,17309,5769,14424,2884,1730,15583,10.160948507932876,0.297,Low
Uttar Pradesh,2012,58349,1919,15769,3.29,0.369,10052805,58.0425,26257,14587,8752,2917,5836,17504,5834,14587,2917,1750,15757,1.1265359884919945,0.263,Low
Uttar Pradesh,2013,52517,815,17276,1.55,0.376,11189114,46.9358,23632,13129,7877,2625,5254,15755,5251,13129,2625,1575,14182,-9.99502990625375,0.247,Low
Uttar Pradesh,2014,57608,1825,17888,3.17,0.406,11378852,50.6273,25923,14402,8641,2880,5762,17282,5760,14402,2880,1728,15556,9.694003846373555,0.333,Low
Uttar Pradesh,2015,56202,2480,17715,4.41,0.448,11996828,46.8474,25290,14050,8430,2810,5622,16860,5620,14050,2810,1686,15176,-2.440633245382584,0.368,Low
Uttar Pradesh,2016,64138,1722,23133,2.68,0.441,12120126,52.9186,28862,16034,9620,3206,6416,19241,6413,16034,3206,1924,17320,14.120493932600265,0.395,Low
Uttar Pradesh,2017,65526,2774,16254,4.23,0.375,12887876,50.8431,29486,16381,9828,3276,6555,19657,6552,16381,3276,1965,17695,2.1640836945336694,0.272,Low
Uttar Pradesh,2018,65026,2295,19200,3.53,0.401,12882363,50.4768,29261,16256,9753,3251,6505,19507,6502,16256,3251,1950,17560,-0.7630558862131043,0.304,Low
Uttar Pradesh,2019,67755,2762,20429,4.08,0.424,12311652,55.0332,30489,16938,10163,3387,6778,20326,6775,16938,3387,2032,18297,4.196782825331402,0.349,Low
Uttar Pradesh,2020,68006,2872,28223,4.22,0.542,14405335,47.2089,30602,17001,10200,3400,6803,20401,6800,17001,3400,2040,18364,0.37045236513910673,0.511,Medium
Uttar Pradesh,2021,61870,2213,24164,3.58,0.498,14474050,42.7455,27841,15467,9280,3093,6189,18561,6187,15467,3093,1856,16706,-9.022733288239271,0.426,Medium
Uttar Pradesh,2022,69958,3078,18810,4.4,0.401,14746885,47.4392,31481,17489,10493,3497,6998,20987,6995,17489,3497,2098,18892,13.072571520930975,0.333,Low
Uttar Pradesh,2023,69407,2415,23697,3.48,0.446,14084445,49.2792,31233,17351,10411,3470,6942,20822,6940,17351,3470,2082,18742,-0.7876154263986912,0.369,Low
Uttarakhand,2010,36392,1201,8563,3.3,0.334,5821479,62.5133,16376,9098,5458,1819,3641,10917,3639,9098,1819,1091,9828,0.0,0.21,Low
Uttarakhand,2011,38256,1562,14431,4.08,0.5,5996452,63.7977,17215,9564,5738,1912,3827,11476,3825,9564,1912,1147,10332,5.122004836227734,0.464,Medium
Uttarakhand,2012,38924,500,14006,1.28,0.398,5952564,65.3903,17515,9731,5838,1946,3894,11677,3892,9731,1946,1167,10511,1.7461313258051003,0.308,Low
Uttarakhand,2013,38977,1488,13201,3.82,0.453,6473976,60.2057,17539,9744,5846,1948,3900,11693,3897,9744,1948,1169,10526,0.13616277874832772,0.384,Low
Uttarakhand,2014,40448,1607,12602,3.97,0.431,5270977,76.7372,18201,10112,6067,2022,4046,12134,4044,10112,2022,1213,10923,3.774020576237258,0.364,Low
Uttarakhand,2015,39384,1007,14199,2.56,0.437,6736451,58.464,17722,9846,5907,1969,3940,11815,3938,9846,1969,1181,10635,-2.6305379746835444,0.354,Low
Uttarakhand,2016,39852,1252,11170,3.14,0.375,6597585,60.4039,17933,9963,5977,1992,3987,11955,3985,9963,1992,1195,10762,1.188299817184646,0.272,Low
Uttarakhand,2017,38656,710,11652,1.84,0.357,7311430,52.8706,17395,9664,5798,1932,3867,11596,3865,9664,1932,1159,10440,-3.001104085114925,0.235,Low
Uttarakhand,2018,41321,1571,13913,3.8,0.451,6785813,60.8932,18594,10330,6198,2066,4133,12396,4132,10330,2066,1239,11158,6.894143211920523,0.396,Low
Uttarakhand,2019,43193,1223,16426,2.83,0.465,7916184,54.5629,19436,10798,6478,2159,4322,12957,4319,10798,2159,1295,11665,4.530384066213311,0.41,Medium
Uttarakhand,2020,42026,1633,14851,3.89,0.47,7864667,53.4365,18911,10506,6303,2101,4205,12607,4202,10506,2101,1260,11350,-2.7018266848794936,0.401,Medium
Uttarakhand,2021,45032,2164,11472,4.81,0.399,7629340,59.0248,20264,11258,6754,2251,4505,13509,4503,11258,2251,1350,12161,7.152714985961062,0.32,Low
Uttarakhand,2022,43891,1879,11888,4.28,0.399,7880766,55.6938,19750,10972,6583,2194,4392,13167,4389,10972,2194,1316,11853,-2.5337537750932615,0.298,Low
Uttarakhand,2023,47756,2004,12160,4.2,0.381,8581552,55.6496,21490,11939,7163,2387,4777,14326,4775,11939,2387,1432,12897,8.805905538720914,0.296,Low
West Bengal,2010,70132,4047,22951,5.77,0.5,11160761,62.838,31559,17533,10519,3506,7015,21039,7013,17533,3506,2103,18938,0.0,0.453,Medium
West Bengal,2011,73200,1554,24587,2.12,0.4,13159031,55.6272,32940,18300,10980,3660,7320,21960,7320,18300,3660,2196,19764,4.374607882279125,0.314,Low
West Bengal,2012,80303,3400,21748,4.23,0.398,11752716,68.3272,36136,20075,12045,4015,8032,24090,8030,20075,4015,2409,21684,9.703551912568308,0.326,Low
West Bengal,2013,69585,695,23289,1.0,0.365,12932053,53.8082,31313,17396,10437,3479,6960,20875,6958,17396,3479,2087,18790,-13.346948432810734,0.225,Low
West Bengal,2014,80420,3963,24527,4.93,0.453,13525420,59.4584,36189,20105,12063,4021,8042,24126,8042,20105,4021,2412,21714,15.57088452971187,0.417,Medium
West Bengal,2015,76527,2413,25745,3.15,0.431,13735154,55.7162,34437,19131,11479,3826,7654,22958,7652,19131,3826,2295,20665,-4.8408356130315795,0.34,Low
West Bengal,2016,78708,2740,27100,3.48,0.449,13789779,57.0771,35418,19677,11806,3935,7872,23612,7870,19677,3935,2361,21253,2.8499745187972936,0.383,Low
West Bengal,2017,81317,3045,29112,3.74,0.47,14536991,55.938,36592,20329,12197,4065,8134,24395,8131,20329,4065,2439,21958,3.3147837576866346,0.415,Medium
West Bengal,2018,80312,2421,28322,3.01,0.443,16680937,48.146,36140,20078,12046,4015,8033,24093,8031,20078,4015,2409,21686,-1.235903931527238,0.364,Low
West Bengal,2019,79529,1912,23187,2.4,0.364,15656480,50.7962,35788,19882,11929,3976,7954,23858,7952,19882,3976,2385,21476,-0.9749477039545762,0.249,Low
West Bengal,2020,89529,2335,22099,2.61,0.325,16109095,55.5767,40288,22382,13429,4476,8954,26858,8952,22382,4476,2685,24176,12.574029599265678,0.222,Low
West Bengal,2021,86949,3848,28203,4.43,0.457,16883335,51.4999,39127,21737,13042,4347,8696,26084,8694,21737,4347,2608,23479,-2.8817478135576224,0.381,Low
West Bengal,2022,89164,5221,23014,5.86,0.434,17370486,51.3307,40123,22291,13374,4458,8918,26749,8916,22291,4458,2674,24076,2.5474703561858103,0.359,Low
West Bengal,2023,86104,2089,23216,2.43,0.342,18692320,46.0638,38746,21526,12915,4305,8612,25831,8610,21526,4305,2583,23249,-3.4318783365483774,0.211,Low
